time,speed,number_of_reads,region_id,bus_count
2015-01-26T23:20:50,24.55,465,3,36
2015-01-26T02:10:20,28.64,56,3,7
2015-01-21T09:21:22,20.45,1097,3,75
2015-01-17T21:20:52,22.5,464,3,35
2015-01-11T10:10:39,22.5,647,3,31
2015-01-24T05:40:14,25.23,311,3,25
2015-01-15T14:10:52,19.09,1004,3,71
2015-01-15T15:51:06,16.36,1355,3,80
2015-01-21T06:01:36,21.82,832,3,61
2015-01-16T13:31:22,19.09,869,3,54
2015-01-29T00:50:24,28.64,301,3,23
2015-01-06T09:40:39,20.45,1303,3,79
2015-01-27T23:31:02,24.55,342,3,33
2015-01-21T05:10:33,26.59,518,3,39
2015-01-05T12:31:17,21.14,801,3,48
2015-01-03T18:40:29,21.48,756,3,49
2015-01-08T06:31:20,21.14,1042,3,72
2015-01-23T17:11:05,17.05,1213,3,72
2015-01-15T11:31:16,21.82,764,3,47
2015-01-10T10:50:43,21.82,734,3,46
2015-01-19T22:01:31,23.18,548,3,42
2015-01-18T15:31:14,23.18,657,3,39
2015-01-01T09:20:53,26.59,412,3,29
2015-01-30T00:20:47,25.91,377,3,26
2015-01-29T17:11:03,17.05,1190,3,75
2015-01-29T09:50:54,21.14,1214,3,82
2015-01-23T18:40:40,18.41,1146,3,76
2015-01-20T11:50:44,21.14,826,3,48
2015-01-07T11:10:44,20.45,695,3,49
2015-01-13T15:50:59,17.05,1370,3,88
2015-01-29T11:50:42,20.45,797,3,52
2015-01-25T11:31:12,23.86,696,3,37
2015-01-28T21:10:39,20.45,667,3,53
2015-01-27T01:50:22,25.23,136,3,11
2015-01-03T14:21:00,20.45,883,3,49
2015-01-07T15:50:55,17.73,1175,3,78
2015-01-03T21:40:21,22.5,495,3,29
2015-01-10T14:21:04,17.73,847,3,53
2015-01-26T04:50:30,26.59,389,3,29
2015-01-02T02:20:39,26.59,101,3,9
2015-01-14T01:20:43,25.23,149,3,17
2015-01-03T16:10:43,20.45,744,3,41
2015-01-10T19:01:28,20.45,617,3,46
2015-01-26T12:21:04,21.41,817,3,41
2015-01-23T03:10:20,28.64,57,3,8
2015-01-01T13:20:57,22.5,703,3,38
2015-01-09T19:01:39,19.09,1214,3,88
2015-01-29T14:31:24,19.09,1218,3,85
2015-01-25T15:10:38,22.5,704,3,33
2015-01-10T08:40:23,23.18,611,3,36
2015-01-04T09:01:23,23.86,456,3,31
2015-01-14T08:40:47,21.14,1241,3,87
2015-01-29T10:40:30,19.91,893,3,53
2015-01-21T22:10:39,21.14,516,3,50
2015-01-04T15:20:58,21.14,604,3,37
2015-01-28T02:10:21,25.23,102,3,9
2015-01-20T20:50:40,22.5,588,3,45
2015-01-26T16:51:03,17.73,1265,3,77
2015-01-02T10:31:17,20.45,788,3,55
2015-01-28T22:01:27,21.14,586,3,50
2015-01-04T14:31:15,21.14,659,3,41
2015-01-08T10:40:30,19.77,832,3,54
2015-01-12T02:10:24,25.23,122,3,12
2015-01-30T00:31:02,24.55,251,3,25
2015-01-30T13:40:35,20.45,785,3,48
2015-01-04T21:10:34,22.5,539,3,37
2015-01-08T03:10:21,25.91,47,3,8
2015-01-25T02:01:07,22.5,107,3,10
2015-01-29T20:21:00,21.14,663,3,49
2015-01-08T08:50:57,20.45,1245,3,78
2015-01-06T12:21:00,21.82,828,3,45
2015-01-03T06:01:23,23.18,395,3,29
2015-01-23T04:10:21,22.36,103,3,11
2015-01-29T07:51:05,17.73,1552,3,92
2015-01-18T02:50:21,27.44,76,3,6
2015-01-15T10:31:23,19.77,899,3,67
2015-01-19T08:21:21,19.77,1088,3,69
2015-01-12T18:50:58,18.41,1204,3,78
2015-01-14T04:10:22,23.18,130,3,14
2015-01-14T01:01:12,24.55,185,3,16
2015-01-31T14:50:47,22.5,769,3,44
2015-01-17T06:40:19,23.86,437,3,28
2015-01-15T13:21:07,19.77,901,3,57
2015-01-15T09:21:14,20.45,1132,3,82
2015-01-01T10:10:39,24.2,616,3,29
2015-01-12T04:30:57,26.59,270,3,21
2015-01-26T10:50:45,20.45,800,3,52
2015-01-02T23:31:06,26.59,311,3,26
2015-01-21T04:50:29,26.59,395,3,29
2015-01-26T09:21:19,20.45,1249,3,79
2015-01-23T14:50:58,17.73,1197,3,78
2015-01-30T03:20:37,0,112,3,4
2015-01-18T08:50:34,23.86,560,3,30
2015-01-04T02:50:20,0,87,3,4
2015-01-24T00:31:00,25.64,225,3,19
2015-01-31T03:40:06,25.91,90,3,10
2015-01-09T17:11:03,16.36,1174,3,68
2015-01-28T13:50:54,19.09,907,3,57
2015-01-11T13:31:08,23.86,713,3,43
2015-01-25T22:10:36,23.18,389,3,24
2015-01-17T21:01:24,21.82,440,3,28
2015-01-04T05:50:23,25.23,239,3,13
2015-01-19T11:50:43,21.14,814,3,47
2015-01-05T22:10:36,17.05,496,3,33
2015-01-27T19:50:47,20.45,793,3,55
2015-01-26T20:01:32,19.77,778,3,52
2015-01-11T22:20:50,23.18,287,3,20
2015-01-21T10:40:32,20.45,913,3,54
2015-01-31T01:50:22,24,159,3,13
2015-01-31T08:10:35,23.86,731,3,38
2015-01-20T17:51:02,17.73,1197,3,68
2015-01-18T00:10:27,26.59,331,3,26
2015-01-13T23:31:03,23.18,347,3,33
2015-01-06T06:31:24,19.77,1138,3,77
2015-01-15T03:20:41,25.91,128,3,9
2015-01-09T04:30:58,24.82,257,3,24
2015-01-16T00:01:16,25.23,373,3,33
2015-01-03T20:10:36,21.14,600,3,46
2015-01-08T12:50:45,17.73,817,3,54
2015-01-03T09:10:34,22.5,614,3,38
2015-01-25T02:30:51,0,42,3,3
2015-01-08T00:20:46,25.91,290,3,32
2015-01-10T10:40:28,23.18,749,3,44
2015-01-08T19:50:49,19.09,1174,3,76
2015-01-05T21:31:08,17.73,465,3,42
2015-01-31T16:20:59,21.14,727,3,40
2015-01-23T14:21:08,18.41,1023,3,72
2015-01-03T04:01:11,25.4,116,3,7
2015-01-03T22:40:21,22.77,447,3,36
2015-01-07T02:01:09,24.55,154,3,14
2015-01-15T15:01:46,18.41,1452,3,92
2015-01-08T02:10:20,24.68,129,3,16
2015-01-14T22:50:33,24.2,436,3,41
2015-01-21T00:01:21,23.18,374,3,35
2015-01-04T07:20:50,24.55,403,3,28
2015-01-20T19:50:43,20.45,921,3,60
2015-01-22T15:01:45,18.41,1318,3,91
2015-01-09T18:11:01,17.73,1090,3,68
2015-01-31T02:01:11,31.02,131,3,7
2015-01-30T15:11:00,18.41,1301,3,88
2015-01-10T19:50:36,20.45,715,3,46
2015-01-10T03:01:08,25.5,47,3,8
2015-01-16T17:40:49,17.05,1032,3,59
2015-01-06T18:21:14,17.73,1151,3,75
2015-01-19T00:50:26,25.91,303,3,20
2015-01-26T22:01:29,21.82,647,3,46
2015-01-07T12:31:20,19.09,721,3,52
2015-01-16T20:20:57,19.09,809,3,57
2015-01-21T22:50:38,23.39,438,3,48
2015-01-27T21:20:56,20.45,577,3,53
2015-01-13T07:01:47,19.09,1281,3,87
2015-01-23T10:31:19,20.45,818,3,58
2015-01-15T13:31:19,19.77,933,3,56
2015-01-22T07:51:08,18.41,1375,3,84
2015-01-29T16:31:38,17.73,1213,3,75
2015-01-21T12:31:24,18.41,822,3,52
2015-01-12T02:50:22,22.33,106,3,9
2015-01-03T20:50:33,22.5,542,3,35
2015-01-03T20:31:11,23.18,575,3,37
2015-01-18T11:20:55,22.5,559,3,35
2015-01-30T10:50:47,21.41,807,3,44
2015-01-10T19:21:01,19.77,803,3,52
2015-01-21T13:40:34,17.86,893,3,56
2015-01-20T18:31:33,18.41,1193,3,82
2015-01-20T08:31:40,19.09,1296,3,75
2015-01-24T08:10:37,25.23,593,3,36
2015-01-31T08:01:25,23.86,554,3,39
2015-01-20T07:11:03,17.73,1645,3,109
2015-01-04T11:40:24,23.18,598,3,36
2015-01-06T00:40:12,21.14,369,3,32
2015-01-28T01:10:26,25.23,260,3,18
2015-01-14T00:50:28,28.16,278,3,26
2015-01-03T02:30:53,0,49,3,4
2015-01-17T08:20:56,22.5,576,3,40
2015-01-05T23:20:50,21.14,320,3,24
2015-01-23T11:10:45,22.98,794,3,47
2015-01-31T08:50:37,23.05,663,3,44
2015-01-11T14:50:40,21.14,655,3,35
2015-01-23T06:01:32,21.82,784,3,58
2015-01-06T10:01:38,19.77,1194,3,83
2015-01-01T06:40:15,26.73,209,3,17
2015-01-20T21:10:37,20.45,629,3,50
2015-01-06T22:20:51,23.86,511,3,36
2015-01-28T21:20:59,23.86,643,3,47
2015-01-24T14:31:17,20.45,822,3,48
2015-01-21T19:10:53,19.09,1069,3,75
2015-01-26T03:30:54,26.76,76,3,8
2015-01-11T06:20:45,25.91,286,3,18
2015-01-20T08:11:10,17.73,1426,3,86
2015-01-21T23:40:15,25.91,345,3,32
2015-01-17T16:01:32,19.09,782,3,50
2015-01-28T10:21:05,19.77,996,3,62
2015-01-15T04:20:41,25.23,221,3,18
2015-01-21T04:20:44,27.95,199,3,15
2015-01-09T01:01:15,23.86,228,3,20
2015-01-11T22:10:30,22.5,407,3,26
2015-01-30T18:21:18,18.41,1276,3,78
2015-01-02T05:01:19,23.86,433,3,34
2015-01-01T06:10:27,24.89,286,3,18
2015-01-29T19:01:40,19.77,1087,3,81
2015-01-17T12:50:45,18.41,796,3,50
2015-01-01T04:50:21,25.91,169,3,13
2015-01-22T05:31:10,24.55,530,3,45
2015-01-11T03:50:22,25.91,96,3,9
2015-01-09T16:40:48,17.05,1126,3,77
2015-01-16T23:10:30,23.86,375,3,33
2015-01-28T07:51:07,17.73,1450,3,91
2015-01-23T00:30:59,24.55,293,3,31
2015-01-12T19:10:58,19.09,1110,3,69
2015-01-29T12:01:34,21.14,798,3,46
2015-01-16T22:10:38,23.18,501,3,45
2015-01-28T17:01:55,17.05,1221,3,69
2015-01-14T16:21:20,17.73,1107,3,74
2015-01-27T06:21:07,22.5,999,3,75
2015-01-03T14:31:14,18.41,758,3,55
2015-01-05T08:21:20,16.53,1386,3,84
2015-01-09T13:31:18,17.73,903,3,54
2015-01-24T03:01:09,30.65,42,3,7
2015-01-20T17:31:36,17.05,1188,3,67
2015-01-05T13:50:48,21.14,957,3,58
2015-01-10T07:10:38,23.86,577,3,35
2015-01-04T03:10:21,0,37,3,3
2015-01-08T05:50:36,20.45,746,3,62
2015-01-30T21:50:35,23.86,529,3,43
2015-01-01T08:01:17,26.59,362,3,24
2015-01-10T09:01:25,23.18,674,3,40
2015-01-14T13:21:05,20.73,987,3,49
2015-01-03T13:10:41,21.14,649,3,43
2015-01-26T19:50:44,19.77,865,3,56
2015-01-08T15:21:17,15,1224,3,80
2015-01-14T03:30:53,28.4,68,3,6
2015-01-24T05:10:26,25.91,318,3,20
2015-01-13T16:21:21,16.36,1205,3,79
2015-01-12T11:01:30,21.14,780,3,49
2015-01-24T21:50:35,23.18,476,3,38
2015-01-16T13:21:05,19.09,899,3,53
2015-01-08T18:01:49,13.64,1142,3,66
2015-01-09T01:20:45,21.55,205,3,21
2015-01-30T12:01:32,21.82,722,3,46
2015-01-28T15:40:48,17.05,1370,3,85
2015-01-13T09:50:51,21.14,1105,3,78
2015-01-11T09:20:53,25.23,543,3,31
2015-01-31T23:20:47,23.18,462,3,32
2015-01-30T19:21:10,19.23,793,3,62
2015-01-09T20:40:27,23.18,586,3,47
2015-01-24T17:50:42,21.82,712,3,43
2015-01-19T11:01:33,21.61,724,3,38
2015-01-20T06:21:07,21.82,1033,3,78
2015-01-06T04:50:29,24.89,356,3,27
2015-01-27T15:11:01,17.73,1351,3,92
2015-01-25T15:40:24,22.5,611,3,29
2015-01-27T18:11:05,17.73,1183,3,77
2015-01-10T11:40:29,21.34,768,3,44
2015-01-20T18:50:53,19.09,1101,3,79
2015-01-10T02:30:51,0,8,3,4
2015-01-09T03:40:06,31.16,74,3,9
2015-01-26T06:31:22,21.82,964,3,72
2015-01-15T04:30:57,26.59,253,3,26
2015-01-15T05:10:31,25.91,522,3,36
2015-01-27T14:31:29,19.77,1246,3,85
2015-01-31T19:31:17,23.18,728,3,44
2015-01-05T16:31:37,16.36,1141,3,78
2015-01-10T02:50:18,21.82,111,3,11
2015-01-26T18:01:54,17.73,1243,3,71
2015-01-10T09:10:41,23.18,688,3,38
2015-01-27T03:10:20,25.53,32,3,5
2015-01-03T08:40:23,22.91,635,3,37
2015-01-28T13:10:47,19.5,897,3,57
2015-01-08T23:01:24,21.82,466,3,33
2015-01-29T19:40:33,19.77,822,3,58
2015-01-15T20:10:43,21.82,621,3,42
2015-01-12T03:30:54,0,42,3,4
2015-01-28T19:50:45,19.77,824,3,53
2015-01-02T12:01:29,21.14,709,3,43
2015-01-09T03:10:19,21.89,70,3,9
2015-01-20T14:01:47,18.41,955,3,59
2015-01-02T09:11:00,20.45,1090,3,72
2015-01-31T18:40:28,23.86,682,3,46
2015-01-09T23:31:01,23.86,395,3,35
2015-01-24T01:01:15,25.23,201,3,18
2015-01-06T05:50:39,20.45,740,3,54
2015-01-29T09:01:58,18.41,1312,3,80
2015-01-27T17:40:49,17.73,1113,3,65
2015-01-20T00:31:00,26.45,273,3,25
2015-01-31T22:31:07,24.55,393,3,30
2015-01-02T19:50:41,21.14,816,3,56
2015-01-11T18:31:14,19.7,582,3,38
2015-01-22T13:50:56,19.09,927,3,57
2015-01-13T14:21:10,19.09,1028,3,70
2015-01-09T16:21:19,17.73,1284,3,82
2015-01-22T01:01:14,27.95,241,3,22
2015-01-02T10:10:47,20.45,813,3,61
2015-01-31T06:10:31,25.7,474,3,29
2015-01-29T23:40:15,26.59,378,3,27
2015-01-24T01:50:23,26.73,185,3,12
2015-01-26T10:40:32,19.09,831,3,58
2015-01-22T14:31:27,19.77,1071,3,73
2015-01-25T01:01:15,25.23,295,3,19
2015-01-10T11:10:41,19.77,842,3,50
2015-01-27T19:10:52,18.41,1047,3,75
2015-01-25T16:31:12,22.5,627,3,35
2015-01-02T13:50:51,20.45,844,3,58
2015-01-05T19:10:51,19.09,1124,3,74
2015-01-22T01:10:24,24.55,263,3,21
2015-01-27T05:10:32,27.27,511,3,38
2015-01-08T14:01:42,15,936,3,63
2015-01-05T17:21:20,16.36,988,3,63
2015-01-22T23:10:29,23.86,311,3,30
2015-01-03T11:01:29,21.14,679,3,42
2015-01-28T09:31:28,21.82,1182,3,75
2015-01-22T15:21:18,17.73,1405,3,97
2015-01-31T02:40:03,27.41,49,3,14
2015-01-29T20:10:41,21.82,694,3,49
2015-01-04T12:10:39,21.14,633,3,38
2015-01-30T02:30:55,0,4,3,3
2015-01-12T15:21:17,17.05,1432,3,93
2015-01-09T17:51:01,17.05,1105,3,68
2015-01-14T16:10:56,17.73,1183,3,71
2015-01-04T06:20:45,23.18,322,3,17
2015-01-07T18:40:41,19.77,1167,3,79
2015-01-03T13:50:43,20.45,814,3,49
2015-01-30T11:31:18,22.5,815,3,48
2015-01-03T11:21:02,21.82,812,3,48
2015-01-29T15:21:20,16.36,1619,3,97
2015-01-27T16:11:11,17.73,1324,3,78
2015-01-17T10:31:14,23.18,673,3,43
2015-01-09T21:10:36,23.18,578,3,42
2015-01-18T20:10:36,21.82,495,3,32
2015-01-26T20:50:38,21.82,588,3,44
2015-01-07T01:01:16,23.86,210,3,22
2015-01-11T16:01:28,21.82,559,3,37
2015-01-19T13:31:20,18.41,809,3,56
2015-01-05T13:21:08,19.09,902,3,56
2015-01-25T17:10:37,23.18,616,3,32
2015-01-22T18:01:49,17.73,1151,3,68
2015-01-11T12:20:57,23.86,656,3,39
2015-01-21T15:31:36,17.05,1547,3,93
2015-01-17T21:31:06,21.82,526,3,34
2015-01-07T23:40:17,24.55,383,3,43
2015-01-20T02:30:54,0,66,3,4
2015-01-14T22:01:26,22.5,567,3,43
2015-01-03T22:50:30,21.14,413,3,34
2015-01-25T17:01:27,21.14,643,3,37
2015-01-14T23:10:32,23.86,320,3,35
2015-01-01T11:20:57,23.18,554,3,33
2015-01-03T15:31:17,19.77,756,3,46
2015-01-25T08:50:35,25.23,484,3,31
2015-01-18T20:40:19,23.18,473,3,29
2015-01-14T23:01:23,25.23,387,3,35
2015-01-17T18:21:02,21.14,863,3,46
2015-01-13T15:11:02,17.86,1373,3,86
2015-01-19T16:21:23,17.73,1224,3,84
2015-01-29T07:01:47,19.77,1425,3,93
2015-01-23T10:40:32,20.45,860,3,53
2015-01-14T14:10:50,19.09,1016,3,75
2015-01-20T15:40:49,17.05,1353,3,85
2015-01-22T23:40:14,27.27,329,3,40
2015-01-31T00:50:26,26.59,293,3,17
2015-01-16T13:40:32,20.45,836,3,49
2015-01-02T02:10:20,26.39,47,3,9
2015-01-14T17:01:54,17.05,1150,3,74
2015-01-06T18:01:46,16.36,1077,3,65
2015-01-26T22:10:36,22.5,541,3,43
2015-01-28T15:11:01,18.41,1401,3,91
2015-01-15T12:21:05,21.68,783,3,40
2015-01-04T00:20:44,25.16,282,3,27
2015-01-07T10:01:39,20.45,1063,3,70
2015-01-26T08:11:08,19.77,1225,3,71
2015-01-29T03:40:08,25.91,113,3,12
2015-01-25T07:31:04,24.55,361,3,27
2015-01-18T02:40:06,24.75,58,3,10
2015-01-19T15:31:33,19.09,1195,3,71
2015-01-02T14:50:55,19.77,1119,3,71
2015-01-01T18:10:40,22.5,611,3,42
2015-01-02T19:10:50,19.09,970,3,64
2015-01-02T15:40:40,18.41,1092,3,74
2015-01-08T20:10:47,19.09,714,3,51
2015-01-11T20:10:35,19.77,503,3,30
2015-01-30T05:01:16,25.91,397,3,29
2015-01-14T01:40:11,27.07,134,3,16
2015-01-09T14:50:50,17.73,1180,3,83
2015-01-04T11:01:26,21.14,505,3,30
2015-01-04T05:30:56,23.86,287,3,22
2015-01-03T09:50:38,21.55,665,3,39
2015-01-13T06:10:45,20.45,871,3,65
2015-01-07T02:30:50,28.98,31,3,5
2015-01-03T02:50:19,24.44,102,3,7
2015-01-28T03:50:23,30.68,158,3,9
2015-01-07T10:50:44,21.14,749,3,48
2015-01-05T10:50:43,21.82,674,3,53
2015-01-18T11:01:24,24.55,587,3,37
2015-01-28T01:40:10,25.91,158,3,21
2015-01-05T04:20:41,29.86,253,3,18
2015-01-11T02:10:23,29.66,71,3,6
2015-01-27T00:20:48,27.27,301,3,25
2015-01-23T22:50:34,23.18,361,3,31
2015-01-13T16:31:33,17.05,1261,3,77
2015-01-13T06:31:21,21.14,1001,3,76
2015-01-11T17:01:30,21.14,622,3,36
2015-01-07T07:21:18,19.09,1310,3,99
2015-01-24T03:10:18,31.7,51,3,8
2015-01-25T18:50:36,24.55,535,3,39
2015-01-17T04:10:21,24.27,105,3,15
2015-01-26T14:01:44,19.09,926,3,62
2015-01-03T06:20:48,21.82,370,3,28
2015-01-04T11:10:35,21.14,618,3,39
2015-01-25T20:01:22,23.18,471,3,30
2015-01-23T16:21:19,17.18,1153,3,72
2015-01-28T22:31:08,25.23,437,3,45
2015-01-22T20:21:00,19.47,724,3,51
2015-01-16T11:40:30,21.82,731,3,42
2015-01-23T03:01:07,0,40,3,4
2015-01-26T22:40:20,25.43,448,3,34
2015-01-11T14:40:24,21.82,622,3,33
2015-01-11T10:40:24,24.55,523,3,42
2015-01-13T06:21:08,21.82,1034,3,77
2015-01-18T09:31:07,22.5,533,3,30
2015-01-18T07:01:16,23.86,255,3,23
2015-01-08T05:10:32,27.27,539,3,38
2015-01-18T06:20:47,25.23,304,3,18
2015-01-19T23:01:24,25.91,426,3,34
2015-01-13T23:10:34,24.55,373,3,38
2015-01-07T16:01:48,18.41,1163,3,86
2015-01-17T13:31:20,21.14,746,3,44
2015-01-28T08:21:27,19.09,1343,3,81
2015-01-27T19:21:06,19.09,1040,3,73
2015-01-16T04:40:14,27.95,325,3,27
2015-01-08T11:10:42,19.77,799,3,59
2015-01-14T05:10:33,25.23,478,3,39
2015-01-19T13:21:06,19.09,1039,3,57
2015-01-11T10:50:34,21.14,641,3,35
2015-01-11T14:31:15,22.5,613,3,37
2015-01-01T16:50:42,22.5,622,3,37
2015-01-10T18:50:44,20.45,825,3,48
2015-01-02T13:40:31,18.41,866,3,51
2015-01-12T23:20:49,25.36,369,3,31
2015-01-18T11:40:25,23.86,556,3,34
2015-01-30T14:10:57,19.77,914,3,62
2015-01-10T08:50:38,23.18,613,3,40
2015-01-15T05:40:21,22.3,683,3,50
2015-01-01T08:31:06,27.27,458,3,27
2015-01-05T16:51:00,16.36,1093,3,69
2015-01-02T05:50:39,23.18,717,3,55
2015-01-30T18:01:51,17.73,1111,3,64
2015-01-19T03:50:20,25.91,165,3,13
2015-01-20T23:01:23,23.86,471,3,38
2015-01-11T21:10:35,21.14,481,3,29
2015-01-21T06:10:45,21.14,896,3,69
2015-01-02T14:21:09,19.77,1001,3,61
2015-01-10T07:01:22,23.86,485,3,32
2015-01-27T07:11:02,18.41,1470,3,96
2015-01-14T09:21:20,19.77,1169,3,75
2015-01-20T04:20:41,25.91,164,3,13
2015-01-25T03:10:18,31.74,50,3,6
2015-01-15T22:40:20,22.5,548,3,42
2015-01-04T09:50:37,22.5,525,3,29
2015-01-28T06:31:22,21.14,955,3,71
2015-01-06T03:20:38,24.95,89,3,5
2015-01-21T01:20:42,24.55,183,3,20
2015-01-20T11:40:31,19.77,741,3,43
2015-01-29T04:40:13,27.27,386,3,30
2015-01-18T13:01:28,22.5,622,3,41
2015-01-19T22:20:52,23.86,569,3,44
2015-01-22T08:51:06,21.14,1150,3,75
2015-01-10T16:40:29,18.41,888,3,55
2015-01-22T07:10:59,19.77,1357,3,93
2015-01-18T21:40:16,23.18,412,3,31
2015-01-20T14:31:25,19.77,1157,3,78
2015-01-07T13:21:01,21.14,871,3,48
2015-01-19T15:40:44,19.36,1185,3,80
2015-01-20T13:40:33,18.41,888,3,50
2015-01-12T15:31:31,16.36,1427,3,84
2015-01-01T13:31:09,23.18,661,3,40
2015-01-02T23:50:28,25.91,305,3,28
2015-01-30T14:21:14,19.09,978,3,65
2015-01-31T15:10:48,22.5,784,3,42
2015-01-02T18:50:53,20.45,1064,3,81
2015-01-17T20:20:55,22.5,684,3,43
2015-01-07T13:40:35,18.41,815,3,54
2015-01-30T13:50:54,19.77,876,3,55
2015-01-17T00:50:27,28.64,376,3,28
2015-01-21T11:31:18,21.14,777,3,47
2015-01-09T00:50:27,21.82,301,3,24
2015-01-20T19:01:41,18.41,1081,3,77
2015-01-01T20:40:18,24.55,484,3,35
2015-01-06T06:01:30,21.82,855,3,58
2015-01-31T09:31:11,23.18,638,3,43
2015-01-15T20:01:34,18.41,638,3,50
2015-01-18T10:01:25,23.86,488,3,31
2015-01-10T06:20:49,25.23,364,3,25
2015-01-25T01:30:58,26.66,130,3,12
2015-01-14T05:01:19,22.7,428,3,29
2015-01-30T06:40:39,21.14,1143,3,80
2015-01-15T17:01:55,17.05,1246,3,68
2015-01-12T00:01:14,22.02,378,3,31
2015-01-12T13:01:32,19.02,835,3,53
2015-01-29T14:01:46,18.41,1009,3,61
2015-01-11T00:20:46,25.91,353,3,24
2015-01-15T01:01:15,26.66,210,3,26
2015-01-08T05:40:24,22.5,786,3,65
2015-01-11T10:20:54,22.5,597,3,41
2015-01-13T16:40:53,16.36,1213,3,76
2015-01-13T10:10:51,19.77,952,3,70
2015-01-06T19:10:50,19.09,1123,3,76
2015-01-31T05:01:12,26.59,242,3,18
2015-01-22T20:01:31,18.41,661,3,52
2015-01-13T13:10:49,18.41,942,3,53
2015-01-31T20:20:55,22.5,576,3,35
2015-01-29T09:11:02,20.45,1245,3,77
2015-01-06T02:40:06,23.86,109,3,12
2015-01-25T02:10:23,27.27,97,3,8
2015-01-29T03:30:52,25.91,90,3,11
2015-01-06T21:40:20,23.18,517,3,38
2015-01-09T23:20:50,23.86,396,3,35
2015-01-04T10:40:22,21.14,610,3,37
2015-01-05T19:21:07,19.09,1108,3,79
2015-01-08T02:30:53,0,12,3,3
2015-01-26T00:50:24,26.59,303,3,20
2015-01-11T07:50:33,24.55,433,3,27
2015-01-28T03:01:07,25.67,48,3,5
2015-01-30T06:21:04,21.14,1057,3,68
2015-01-26T09:50:55,22.5,1073,3,77
2015-01-31T01:01:13,26.59,228,3,19
2015-01-15T15:31:36,17.05,1461,3,90
2015-01-24T17:31:17,21.82,782,3,43
2015-01-14T03:10:21,24.48,43,3,7
2015-01-18T13:31:13,21.82,652,3,40
2015-01-12T20:20:59,19.77,681,3,53
2015-01-23T22:01:24,23.18,514,3,35
2015-01-05T12:40:31,19.77,829,3,49
2015-01-05T20:50:39,17.73,560,3,44
2015-01-10T16:50:44,19.77,916,3,48
2015-01-03T14:40:32,19.77,753,3,50
2015-01-26T06:21:04,21.82,1021,3,69
2015-01-12T22:01:28,22.5,534,3,40
2015-01-08T16:51:02,14.32,1207,3,83
2015-01-17T04:40:11,28.64,221,3,16
2015-01-27T00:50:27,27.95,289,3,27
2015-01-09T17:40:49,16.36,1063,3,65
2015-01-15T11:40:28,21.14,760,3,49
2015-01-21T07:10:58,17.73,1505,3,102
2015-01-29T00:20:50,26.59,397,3,32
2015-01-16T18:40:40,18.41,1164,3,74
2015-01-12T01:30:57,25.23,172,3,15
2015-01-13T20:50:39,21.14,572,3,49
2015-01-23T20:50:39,22.5,541,3,49
2015-01-20T06:40:38,19.77,1186,3,86
2015-01-24T05:31:03,25.91,318,3,22
2015-01-28T16:11:03,17.73,1191,3,72
2015-01-15T22:10:37,22.5,539,3,43
2015-01-18T19:50:36,23.86,592,3,40
2015-01-09T02:10:22,26.45,153,3,16
2015-01-19T04:01:12,24.07,118,3,11
2015-01-04T06:50:28,24.55,418,3,25
2015-01-18T23:20:47,25.23,355,3,21
2015-01-04T16:40:24,21.82,717,3,38
2015-01-25T21:31:03,23.86,441,3,30
2015-01-06T07:01:43,18.82,1357,3,90
2015-01-12T12:10:44,19.74,808,3,50
2015-01-07T21:20:58,21.82,596,3,57
2015-01-23T23:01:23,24.55,411,3,31
2015-01-10T22:31:07,22.5,405,3,35
2015-01-08T14:31:30,15.68,1151,3,71
2015-01-13T01:30:57,25.23,174,3,12
2015-01-01T10:31:09,25.23,510,3,33
2015-01-27T01:01:12,23.59,225,3,22
2015-01-11T10:31:11,21.82,588,3,37
2015-01-22T18:31:30,18.41,1105,3,76
2015-01-20T01:50:23,27.07,194,3,17
2015-01-29T20:40:25,20.45,649,3,53
2015-01-04T06:10:26,21.89,240,3,19
2015-01-10T18:21:02,20.45,752,3,44
2015-01-07T09:10:56,21.14,1161,3,82
2015-01-29T18:10:58,17.73,1257,3,79
2015-01-22T13:31:21,19.09,909,3,62
2015-01-02T13:01:31,21.14,788,3,45
2015-01-09T23:10:29,22.5,397,3,44
2015-01-09T07:10:58,19.09,1421,3,94
2015-01-23T09:50:54,21.14,1150,3,85
2015-01-02T00:20:47,27.27,208,3,20
2015-01-23T01:50:23,26.59,184,3,13
2015-01-08T14:40:39,15.68,1155,3,74
2015-01-10T05:40:14,23.86,338,3,28
2015-01-22T06:40:37,20.45,1075,3,84
2015-01-01T02:30:53,0,10,3,4
2015-01-30T12:50:47,19.77,860,3,54
2015-01-02T21:20:59,23.11,582,3,41
2015-01-08T01:50:20,24.55,197,3,23
2015-01-19T05:40:22,22.5,728,3,50
2015-01-15T19:40:34,19.09,883,3,59
2015-01-01T15:50:39,23.18,584,3,34
2015-01-17T13:10:48,18.41,837,3,52
2015-01-09T11:01:31,19.77,866,3,50
2015-01-12T13:10:44,18.41,942,3,63
2015-01-17T16:40:31,18.41,825,3,50
2015-01-30T09:40:41,20.45,1128,3,76
2015-01-20T10:31:21,20.45,792,3,61
2015-01-09T08:01:51,18.41,1360,3,87
2015-01-31T18:20:58,21.82,796,3,47
2015-01-30T15:51:00,17.05,1361,3,83
2015-01-13T13:01:35,19.09,819,3,56
2015-01-12T16:21:19,16.36,1162,3,79
